Episode: 314  , Workload: 0 , Epsilon: 0.10, Reward: 0.00        
Episode: 315  , Workload: 1 , Epsilon: 0.10, Reward: 0.00        
Episode: 316  , Workload: 0 , Epsilon: 0.10, Reward: 0.00        
Episode: 317  , Workload: 1 , Epsilon: 0.10, Reward: 0.00        
Episode: 318  , Workload: 0 , Epsilon: 0.10, Reward: 0.00        
Episode: 319  , Workload: 1 , Epsilon: 0.10, Reward: 0.00        
Episode: 320  , Workload: 0 , Epsilon: 0.10, Reward: 0.00        
Episode: 321  , Workload: 1 , Epsilon: 0.10, Reward: 0.00        
Episode: 322  , Workload: 0 , Epsilon: 0.10, Reward: 0.00        
Episode: 323  , Workload: 1 , Epsilon: 0.10, Reward: 0.00        
Episode: 324  , Workload: 0 , Epsilon: 0.10, Reward: 0.00        
Episode: 325  , Workload: 1 , Epsilon: 0.10, Reward: 0.00        
Episode: 326  , Workload: 0 , Epsilon: 0.10, Reward: 0.00        
Episode: 327  , Workload: 1 , Epsilon: 0.10, Reward: 0.00        
Episode: 328  , Workload: 0 , Epsilon: 0.10, Reward: 0.00        
Episode: 329  , Workload: 1 , Epsilon: 0.10, Reward: 0.00        
Episode: 330  , Workload: 0 , Epsilon: 0.10, Reward: 0.00        
Episode: 331  , Workload: 1 , Epsilon: 0.09, Reward: 0.00        
Episode: 332  , Workload: 0 , Epsilon: 0.09, Reward: 0.00        
Episode: 333  , Workload: 1 , Epsilon: 0.09, Reward: 0.00        
Episode: 334  , Workload: 0 , Epsilon: 0.09, Reward: 0.00        
Episode: 335  , Workload: 1 , Epsilon: 0.09, Reward: 0.00        
Episode: 336  , Workload: 0 , Epsilon: 0.09, Reward: 0.00        
Episode: 337  , Workload: 1 , Epsilon: 0.09, Reward: 0.00        
Episode: 338  , Workload: 0 , Epsilon: 0.09, Reward: 0.00        
Episode: 339  , Workload: 1 , Epsilon: 0.09, Reward: 0.00        
Episode: 340  , Workload: 0 , Epsilon: 0.09, Reward: 0.00        
Episode: 341  , Workload: 1 , Epsilon: 0.09, Reward: 0.00        
Episode: 342  , Workload: 0 , Epsilon: 0.09, Reward: 0.00        
Episode: 343  , Workload: 1 , Epsilon: 0.09, Reward: 0.00        
Episode: 344  , Workload: 0 , Epsilon: 0.09, Reward: 0.00        
Episode: 345  , Workload: 1 , Epsilon: 0.09, Reward: 0.00        
Episode: 346  , Workload: 0 , Epsilon: 0.09, Reward: 0.00        
Episode: 347  , Workload: 1 , Epsilon: 0.09, Reward: 0.00        
Episode: 348  , Workload: 0 , Epsilon: 0.09, Reward: 0.00        
Episode: 349  , Workload: 1 , Epsilon: 0.09, Reward: 0.00        
Episode: 350  , Workload: 0 , Epsilon: 0.09, Reward: 0.00        
Episode: 351  , Workload: 1 , Epsilon: 0.09, Reward: 0.00        
Episode: 352  , Workload: 0 , Epsilon: 0.09, Reward: 0.00        
Episode: 353  , Workload: 1 , Epsilon: 0.09, Reward: 0.00        
Episode: 354  , Workload: 0 , Epsilon: 0.09, Reward: 0.00        
Episode: 355  , Workload: 1 , Epsilon: 0.09, Reward: 0.00        
Episode: 356  , Workload: 0 , Epsilon: 0.09, Reward: 0.00        
Episode: 357  , Workload: 1 , Epsilon: 0.09, Reward: 0.00        
Episode: 358  , Workload: 0 , Epsilon: 0.09, Reward: 0.00        
Episode: 359  , Workload: 1 , Epsilon: 0.08, Reward: 0.00        
Episode: 360  , Workload: 0 , Epsilon: 0.08, Reward: 0.00        
Episode: 361  , Workload: 1 , Epsilon: 0.08, Reward: 0.00        
Episode: 362  , Workload: 0 , Epsilon: 0.08, Reward: 0.00        
Episode: 363  , Workload: 1 , Epsilon: 0.08, Reward: 0.00        
Episode: 364  , Workload: 0 , Epsilon: 0.08, Reward: 0.00        
Episode: 365  , Workload: 1 , Epsilon: 0.08, Reward: 0.00        
Episode: 366  , Workload: 0 , Epsilon: 0.08, Reward: 0.00        
Episode: 367  , Workload: 1 , Epsilon: 0.08, Reward: 0.00        
Episode: 368  , Workload: 0 , Epsilon: 0.08, Reward: 0.00        
Episode: 369  , Workload: 1 , Epsilon: 0.08, Reward: 0.00        
Episode: 370  , Workload: 0 , Epsilon: 0.08, Reward: 0.00        
Episode: 371  , Workload: 1 , Epsilon: 0.08, Reward: 0.00        
Episode: 372  , Workload: 0 , Epsilon: 0.08, Reward: 0.00        
Episode: 373  , Workload: 1 , Epsilon: 0.08, Reward: 0.00        
Episode: 374  , Workload: 0 , Epsilon: 0.08, Reward: 0.00        
Episode: 375  , Workload: 1 , Epsilon: 0.08, Reward: 0.00        
Episode: 376  , Workload: 0 , Epsilon: 0.08, Reward: 0.00        
